Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
SLC35B3	C6orf196, CGI-19, dJ453H5.1, PAPST2	ENSG00000124786	Solute carrier family 35 member B3	6	8413068-8435483	Predicted membrane proteins, Transporters	Evidence at protein level	HPA054661, HPA057801	Approved					Expressed in all	Expressed in all			epididymis: 63.2	Expressed in all		
SLC35B4	FLJ14697, YEA4	ENSG00000205060	Solute carrier family 35 member B4	7	134289332-134317051	Predicted membrane proteins	Evidence at protein level	HPA049779	Approved					Expressed in all	Mixed			cerebral cortex: 17.8	Expressed in all		
SLC35C1	FLJ11320, FUCT1	ENSG00000181830	Solute carrier family 35 member C1	11	45804072-45813015	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA064001	Enhanced		Supported	Golgi apparatus	Thyroid cancer:3.64e-4 (favourable)	Expressed in all	Expressed in all			esophagus: 29.4	Expressed in all		
SLC35C2	bA394O2.1, C20orf5, CGI-15, OVCOV1	ENSG00000080189	Solute carrier family 35 member C2	20	46345980-46364458	Predicted membrane proteins, Transporters	Evidence at protein level	HPA027011	Approved		Supported	Nucleoplasm<br>Golgi apparatus	Liver cancer:1.08e-4 (unfavourable), Renal cancer:8.68e-4 (unfavourable)	Expressed in all	Expressed in all			fallopian tube: 37.0	Expressed in all		
SLC35D1	KIAA0260, UGTREL7	ENSG00000116704	Solute carrier family 35 member D1	1	66999332-67054099	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level						Lung cancer:6.55e-4 (unfavourable), Endometrial cancer:7.47e-4 (unfavourable)	Expressed in all	Expressed in all			liver: 38.5	Expressed in all		
SLC35D2	SQV7L, UGTrel8	ENSG00000130958	Solute carrier family 35 member D2	9	96320706-96383710	Predicted membrane proteins, Transporters	Evidence at protein level	HPA064047	Approved		Enhanced	Golgi apparatus		Expressed in all	Expressed in all			small intestine: 72.4	Mixed		
SLC35D3	FRCL1	ENSG00000182747	Solute carrier family 35 member D3	6	136922264-136925639	Predicted membrane proteins, Transporters	Evidence at protein level	HPA030431, HPA067497	Uncertain		Approved	Microtubule organizing center		Tissue enhanced	Tissue enhanced		adrenal gland: 1.2	lung,stomach: 0.6	Group enriched	16	SCLC-21H: 4.2;SH-SY5Y: 16.3
SLC35E1	FLJ14251	ENSG00000127526	Solute carrier family 35 member E1	19	16549831-16572382	Predicted membrane proteins, Transporters	Evidence at protein level	HPA016570, HPA062214	Approved		Enhanced	Golgi apparatus		Expressed in all	Expressed in all			parathyroid gland: 28.5	Expressed in all		
SLC35E2	KIAA0447	ENSG00000215790	Solute carrier family 35 member E2	1	1724838-1745992	Predicted membrane proteins	Evidence at transcript level	HPA062711	Uncertain		Uncertain	Nucleus		Mixed	Mixed			thyroid gland: 7.5	Mixed		
SLC35E2B		ENSG00000189339	Solute carrier family 35 member E2B	1	1659529-1692728	Predicted membrane proteins, Transporters	Evidence at protein level	HPA045641, HPA062711	Uncertain		Uncertain	Nucleus	Urothelial cancer:5.15e-4 (favourable), Head and neck cancer:7.64e-4 (favourable)	Expressed in all	Expressed in all			smooth muscle: 47.2	Expressed in all		
SLC35E3	BLOV1	ENSG00000175782	Solute carrier family 35 member E3	12	68746106-68793964	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at transcript level	HPA049403	Uncertain				Endometrial cancer:1.78e-4 (favourable)	Expressed in all	Mixed			skin: 6.1	Mixed		
SLC35E4		ENSG00000100036	Solute carrier family 35 member E4	22	30635652-30669016	Predicted membrane proteins, Transporters	Evidence at transcript level	HPA049558	Approved		Approved	Cytosol		Mixed	Tissue enhanced		testis: 17.6	cerebral cortex: 5.1	Mixed		
SLC35F1	C6orf169, dJ230I3.1	ENSG00000196376	Solute carrier family 35 member F1	6	117907526-118317676	Predicted membrane proteins, Transporters	Evidence at protein level	HPA019576	Enhanced		Approved	Nucleoplasm<br>Microtubule organizing center<br>Cytosol		Group enriched	Tissue enriched	12	cerebral cortex: 45.4	epididymis: 3.7	Group enriched	10	AF22: 47.2;WM-115: 80.1
SLC35F2	FLJ13018	ENSG00000110660	Solute carrier family 35 member F2	11	107790991-107928293	Predicted membrane proteins, Transporters	Evidence at protein level	HPA048185, HPA050695	Uncertain		Approved	Mitochondria	Pancreatic cancer:5.92e-6 (unfavourable), Lung cancer:4.03e-4 (unfavourable), Glioma:7.31e-4 (favourable)	Expressed in all	Mixed			prostate: 33.8	Cell line enhanced		PC-3: 166.4
SLC35F3	FLJ37712	ENSG00000183780	Solute carrier family 35 member F3	1	233904933-234324516	Predicted membrane proteins, Transporters	Evidence at protein level	HPA051327, HPA061582	Uncertain		Approved	Nucleoli<br>Golgi apparatus		Mixed	Tissue enhanced		cerebral cortex: 10.1	breast: 3.0	Cell line enriched	7	HDLM-2: 103.6
SLC35F4	C14orf36, FLJ37712	ENSG00000151812	Solute carrier family 35 member F4	14	57563922-57982194	Predicted membrane proteins, Transporters	Evidence at transcript level	HPA043853	Uncertain		Approved	Nucleoli fibrillar center		Not detected	Tissue enhanced		prostate: 1.9;seminal vesicle: 4.9;testis: 1.8	thyroid gland: 1.1	Cell line enhanced		RPMI-8226: 1.0;U-87 MG: 2.0
SLC35F5	FLJ22004	ENSG00000115084	Solute carrier family 35 member F5	2	113705011-113756823	Predicted membrane proteins, Transporters	Evidence at protein level	HPA034828, HPA049229	Uncertain		Uncertain	Plasma membrane	Renal cancer:1.71e-5 (favourable), Cervical cancer:2.60e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 97.7	Expressed in all		
SLC35F6	ANT2BP, C2orf18, FLJ20555, TANGO9	ENSG00000213699	Solute carrier family 35 member F6	2	26764284-26781231	Predicted membrane proteins, Transporters	Evidence at protein level	HPA034655	Approved		Approved	Nucleoplasm<br>Vesicles<br>Cytosol	Liver cancer:1.11e-4 (unfavourable), Lung cancer:3.71e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 26.2	Expressed in all		
SLC35G1	C10orf60, FLJ33990, TMEM20	ENSG00000176273	Solute carrier family 35 member G1	10	93893973-93956062	Predicted membrane proteins, Transporters	Evidence at protein level							Mixed	Group enriched	8	duodenum: 86.0;small intestine: 44.8	rectum,testis: 7.8	Mixed		
SLC35G2	DKFZp564K2464, MGC3295, TMEM22	ENSG00000168917	Solute carrier family 35 member G2	3	136818647-136855892	Predicted membrane proteins, Transporters	Evidence at protein level	HPA052054, HPA064728	Approved		Supported	Plasma membrane	Renal cancer:1.16e-7 (unfavourable)	Mixed	Mixed			testis: 21.3	Cell line enhanced		BJ hTERT+: 59.1
SLC35G3	AMAC1, FLJ40154, TMEM21A	ENSG00000164729	Solute carrier family 35 member G3	17	35192520-35194523	Predicted membrane proteins, Transporters	Evidence at transcript level							Not detected	Tissue enriched	15	testis: 1.6	lymph node,skeletal muscle,spleen: 0.1	Not detected		
SLC35G4	AMAC1L1, SLC35G4P	ENSG00000236396	Solute carrier family 35 member G4	18	11609596-11610612	Predicted membrane proteins, Transporters	No evidence							Not detected	Not detected			testis: 0.1	Not detected		
SLC35G5	AMAC, AMAC1L2	ENSG00000177710	Solute carrier family 35 member G5	8	11330888-11332208	Predicted membrane proteins, Transporters	Evidence at transcript level							Not detected	Tissue enhanced		testis: 1.4	appendix,skin: 0.4	Not detected		
SLC35G6	AMAC1L3, TMEM21B	ENSG00000259224	Solute carrier family 35 member G6	17	7481332-7483496	Predicted membrane proteins, Transporters	Evidence at transcript level							Not detected	Tissue enriched	17	testis: 1.7	all non-specific tissues: 0.0	Not detected		
SLC36A1	LYAAT-1, PAT1, TRAMD3	ENSG00000123643	Solute carrier family 36 member 1	5	151437046-151492381	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA035937	Approved				Renal cancer:1.83e-6 (unfavourable), Liver cancer:6.30e-5 (unfavourable)	Expressed in all	Tissue enhanced		parathyroid gland: 65.4	duodenum: 44.3	Mixed		
SLC36A2	PAT2, TRAMD1, tramdorin	ENSG00000186335	Solute carrier family 36 member 2	5	151314978-151347590	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA044002, HPA062229	Enhanced					Tissue enriched	Group enriched	27	kidney: 67.7;skeletal muscle: 28.0	testis: 1.7	Not detected		
SLC36A3	PAT3, TRAMD2, tramdorin2	ENSG00000186334	Solute carrier family 36 member 3	5	151276762-151303766	Predicted membrane proteins, Transporters	Evidence at transcript level							Not detected	Tissue enriched	60	testis: 14.5	epididymis: 0.2	Not detected		
SLC36A4	FLJ38932, PAT4	ENSG00000180773	Solute carrier family 36 member 4	11	93144171-93197964	Predicted membrane proteins, Transporters	Evidence at protein level	HPA017887	Enhanced		Approved	Golgi apparatus<br>Plasma membrane<br>Cytosol		Expressed in all	Mixed			thyroid gland: 14.8	Mixed		
SLC37A1		ENSG00000160190	Solute carrier family 37 member 1	21	42496008-42581440	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA030418, CAB034154	Approved				Thyroid cancer:3.43e-5 (favourable), Endometrial cancer:9.22e-5 (favourable)	Expressed in all	Mixed			duodenum: 45.6	Cell line enhanced		HEL: 112.3
SLC37A2	FLJ00171	ENSG00000134955	Solute carrier family 37 member 2	11	125063067-125090312	Predicted membrane proteins, Transporters	Evidence at protein level	HPA014948	Uncertain					Expressed in all	Mixed			adrenal gland: 24.7	Cell line enhanced		A-431: 23.5;CAPAN-2: 49.0;hTERT-HME1: 45.0;U-138 MG: 41.2
SLC37A3	DKFZp761N0624	ENSG00000157800	Solute carrier family 37 member 3	7	140293693-140404433	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA014713, HPA061841			Supported	Cytosol	Liver cancer:4.78e-5 (unfavourable), Cervical cancer:9.54e-4 (unfavourable)	Expressed in all	Expressed in all			endometrium: 73.0	Mixed		
SLC37A4	G6PT1, G6PT2, G6PT3, GSD1b, GSD1c, GSD1d	ENSG00000137700	Solute carrier family 37 member 4	11	119024114-119030906	Predicted membrane proteins	Evidence at protein level	HPA038939, HPA038940	Enhanced		Approved	Mitochondria		Expressed in all	Tissue enhanced		kidney: 36.6	duodenum: 30.8	Cell line enhanced		HEK93: 24.3
SLC38A1	ATA1, NAT2, SAT1	ENSG00000111371	Solute carrier family 38 member 1	12	46183063-46270017	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA039460, HPA052272	Uncertain	Supported			Liver cancer:6.95e-8 (unfavourable), Endometrial cancer:4.76e-6 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 154.6	Mixed		
SLC38A10	MGC15523, PP1744	ENSG00000157637	Solute carrier family 38 member 10	17	81245000-81295547	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA021374, HPA023161, HPA024631	Enhanced		Enhanced	Golgi apparatus	Renal cancer:5.34e-7 (unfavourable), Pancreatic cancer:2.92e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 44.6	Expressed in all		
SLC38A11	AVT2, FLJ39822	ENSG00000169507	Solute carrier family 38 member 11	2	164896186-164955525	Predicted membrane proteins, Transporters	Evidence at transcript level	HPA043432	Uncertain				Renal cancer:2.00e-8 (favourable)	Tissue enriched	Tissue enhanced		epididymis: 47.1;gallbladder: 28.2	seminal vesicle: 23.5	Cell line enriched	8	BJ hTERT+: 202.7
SLC38A2	ATA2, KIAA1382, SAT2, SNAT2	ENSG00000134294	Solute carrier family 38 member 2	12	46358189-46372867	Predicted membrane proteins	Evidence at protein level	HPA035180	Approved		Approved	Vesicles		Expressed in all	Expressed in all			skin: 238.8	Mixed		
SLC38A3	G17, SN1	ENSG00000188338	Solute carrier family 38 member 3	3	50205246-50221486	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA031871			Approved	Microtubules<br>Cytosol		Tissue enriched	Tissue enriched	7	liver: 174.0	cerebral cortex: 25.4	Cell line enhanced		Hep G2: 33.9;SCLC-21H: 18.6
SLC38A4	ATA3, NAT3, PAAT	ENSG00000139209	Solute carrier family 38 member 4	12	46764761-46832408	Predicted membrane proteins, Transporters	Evidence at protein level						Liver cancer:5.37e-4 (favourable)	Tissue enriched	Tissue enriched	40	liver: 346.9	smooth muscle: 8.7	Cell line enhanced		LHCN-M2: 37.9;RH-30: 14.5;RT4: 71.7
SLC38A5	JM24, SN2	ENSG00000017483	Solute carrier family 38 member 5	X	48458537-48470256	Predicted membrane proteins, Transporters	Evidence at protein level	HPA047411	Approved		Approved	Vesicles<br>Plasma membrane<br>Cytosol	Renal cancer:2.22e-16 (unfavourable), Pancreatic cancer:2.13e-4 (unfavourable)	Expressed in all	Mixed			pancreas: 50.0	Cell line enhanced		HBEC3-KT: 233.9;HeLa: 214.9;RPMI-8226: 374.4
SLC38A6	NAT-1	ENSG00000139974	Solute carrier family 38 member 6	14	60981114-61083733	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA018508	Approved		Approved	Plasma membrane<br>Cell Junctions<br>Microtubules	Liver cancer:9.47e-6 (unfavourable), Renal cancer:1.37e-5 (unfavourable)	Expressed in all	Mixed			parathyroid gland: 24.7	Mixed		
SLC38A7	FLJ10815	ENSG00000103042	Solute carrier family 38 member 7	16	58665109-58685104	Predicted membrane proteins, Transporters	Evidence at protein level	HPA041777	Uncertain		Approved	Nucleoplasm<br>Plasma membrane<br>Cytosol	Renal cancer:2.87e-4 (favourable), Endometrial cancer:6.87e-4 (favourable)	Expressed in all	Mixed			testis: 34.7	Expressed in all		
SLC38A8		ENSG00000166558	Solute carrier family 38 member 8	16	84009667-84042636	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level							Tissue enriched	Not detected			testis: 0.9	Cell line enriched	5	SCLC-21H: 4.0
SLC38A9	FLJ90709	ENSG00000177058	Solute carrier family 38 member 9	5	55625845-55773194	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA043785	Uncertain		Approved	Nucleoplasm<br>Vesicles	Endometrial cancer:7.24e-5 (unfavourable)	Expressed in all	Expressed in all			placenta: 80.4	Expressed in all		
SLC39A1	ZIP1, ZIRTL	ENSG00000143570	Solute carrier family 39 member 1	1	153959099-153968184	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA016506			Uncertain	Cytosol	Liver cancer:4.12e-7 (unfavourable), Head and neck cancer:5.26e-5 (unfavourable), Cervical cancer:4.83e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 134.2	Expressed in all		
SLC39A10	DKFZp564L2123, FLJ90515, KIAA1265	ENSG00000196950	Solute carrier family 39 member 10	2	195575977-195737702	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA036512, HPA036513, HPA066087	Approved		Approved	Nucleoplasm<br>Plasma membrane<br>Cytosol	Glioma:2.05e-5 (favourable), Liver cancer:4.39e-5 (unfavourable), Pancreatic cancer:3.23e-4 (unfavourable)	Expressed in all	Tissue enhanced		cerebral cortex: 77.7;thyroid gland: 79.2	prostate: 30.8	Expressed in all		
SLC39A11	C17orf26	ENSG00000133195	Solute carrier family 39 member 11	17	72645949-73092712	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA021455			Approved	Nucleoplasm		Expressed in all	Expressed in all			thyroid gland: 60.1	Expressed in all		
SLC39A12	FLJ30499	ENSG00000148482	Solute carrier family 39 member 12	10	17951839-18043292	Predicted membrane proteins, Transporters	Evidence at protein level							Tissue enriched	Tissue enriched	28	cerebral cortex: 25.3	breast: 0.8	Not detected		
SLC39A13	FLJ25785	ENSG00000165915	Solute carrier family 39 member 13	11	47407132-47416501	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA043971	Approved		Uncertain	Cytosol	Ovarian cancer:2.73e-5 (unfavourable), Renal cancer:1.96e-4 (favourable), Colorectal cancer:2.60e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 58.3	Expressed in all		
SLC39A14	KIAA0062, NET34, ZIP14	ENSG00000104635	Solute carrier family 39 member 14	8	22367249-22434129	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA016508	Approved		Approved	Endoplasmic reticulum<br>Golgi apparatus<br>Plasma membrane	Renal cancer:3.79e-7 (unfavourable), Colorectal cancer:5.00e-5 (favourable)	Expressed in all	Mixed			liver: 203.0	Expressed in all		
SLC39A2	ZIP2	ENSG00000165794	Solute carrier family 39 member 2	14	20999255-21001871	Predicted membrane proteins	Evidence at protein level	HPA030489	Uncertain					Mixed	Group enriched	11	esophagus: 19.0;prostate: 19.2;seminal vesicle: 46.9;skin: 34.1	breast: 2.6	Cell line enriched	67	HaCaT: 20.5
SLC39A3	ZIP3	ENSG00000141873	Solute carrier family 39 member 3	19	2732204-2740152	Predicted membrane proteins, Transporters	Evidence at protein level	HPA042139, HPA058526	Uncertain		Approved	Vesicles	Endometrial cancer:9.76e-5 (favourable)	Expressed in all	Expressed in all			testis: 110.2	Cell line enhanced		U-937: 326.0
SLC39A4	AEZ, AWMS2, ZIP4	ENSG00000147804	Solute carrier family 39 member 4	8	144409742-144416895	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Renal cancer:9.04e-4 (favourable)	Expressed in all	Group enriched	8	duodenum: 134.2;small intestine: 95.7	kidney: 14.3	Group enriched	9	CAPAN-2: 50.5;Hep G2: 102.1
SLC39A5		ENSG00000139540	Solute carrier family 39 member 5	12	56230049-56237846	Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA018423			Approved	Nucleoplasm<br>Vesicles<br>Cytosol	Renal cancer:5.05e-4 (favourable)	Tissue enhanced	Group enriched	12	colon: 73.2;duodenum: 240.2;kidney: 115.0;liver: 86.0;pancreas: 53.1;rectum: 48.9;small intestine: 240.4	gallbladder: 10.0	Group enriched	62	CACO-2: 33.1;Hep G2: 39.7
SLC39A6	LIV-1	ENSG00000141424	Solute carrier family 39 member 6	18	36108532-36129385	Predicted membrane proteins, Transporters	Evidence at protein level	HPA042377	Approved				Liver cancer:5.33e-4 (unfavourable)	Expressed in all	Expressed in all			prostate: 209.2	Expressed in all		
SLC39A7	D6S2244E, H2-KE4, HKE4, KE4, RING5, ZIP7	ENSG00000112473	Solute carrier family 39 member 7	6	33200445-33204439	Predicted membrane proteins, Transporters	Evidence at protein level	HPA053999	Approved		Supported	Endoplasmic reticulum	Liver cancer:3.62e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 41.1	Expressed in all		
SLC39A8	BIGM103	ENSG00000138821	Solute carrier family 39 member 8	4	102251041-102431258	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA038832, HPA038833	Approved				Renal cancer:6.34e-6 (favourable), Colorectal cancer:1.34e-4 (favourable), Breast cancer:6.69e-4 (favourable)	Expressed in all	Tissue enhanced		lung: 257.0	cervix, uterine: 129.4	Cell line enhanced		BJ hTERT+: 128.9;Karpas-707: 123.0
SLC39A9	FLJ11274	ENSG00000029364	Solute carrier family 39 member 9	14	69398015-69462388	Predicted membrane proteins, Transporters	Evidence at protein level	HPA007921, HPA075390	Enhanced		Approved	Endoplasmic reticulum	Renal cancer:1.05e-6 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 45.0	Expressed in all		
SLC3A1	ATR1, CSNU1, D2H, NBAT, RBAT	ENSG00000138079	Solute carrier family 3 member 1	2	44275458-44321494	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA038360, HPA071102	Enhanced		Approved	Nuclear bodies<br>Mitochondria	Renal cancer:3.67e-7 (favourable)	Tissue enriched	Tissue enhanced		kidney: 688.2	small intestine: 148.9	Cell line enriched	14	RPTEC TERT1: 80.7
SLC3A2	4F2, 4F2HC, 4T2HC, CD98, CD98HC, MDU1, NACAE	ENSG00000168003	Solute carrier family 3 member 2	11	62856102-62888875	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	CAB010455, HPA017980	Enhanced		Supported	Nucleus<br>Plasma membrane<br>Cytosol	Urothelial cancer:1.48e-4 (unfavourable), Liver cancer:8.17e-4 (unfavourable), Renal cancer:8.22e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 431.9	Expressed in all		
SLC40A1	FPN1, HFE4, IREG1, MTP1, SLC11A3	ENSG00000138449	Solute carrier family 40 member 1	2	189560579-189583758	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA065634	Approved		Approved	Nucleoplasm<br>Plasma membrane<br>Cytosol	Renal cancer:8.55e-5 (favourable)	Expressed in all	Expressed in all			spleen: 489.1	Group enriched	6	ASC diff: 336.9;CACO-2: 97.8;HEL: 380.0;HMC-1: 94.0;T-47d: 188.1
SLC41A1	MgtE	ENSG00000133065	Solute carrier family 41 member 1	1	205789093-205813748	Predicted membrane proteins, Transporters	Evidence at protein level	HPA014721, HPA015138	Uncertain		Approved	Mitochondria	Cervical cancer:1.48e-4 (unfavourable)	Expressed in all	Tissue enhanced		heart muscle: 66.8	testis: 37.3	Mixed		
SLC41A2	DKFZP434K0427	ENSG00000136052	Solute carrier family 41 member 2	12	104802553-104958744	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA038658	Approved				Renal cancer:3.35e-4 (unfavourable), Liver cancer:9.94e-4 (favourable)	Expressed in all	Mixed			liver: 60.0	Cell line enhanced		HDLM-2: 52.1
SLC41A3	FLJ20473	ENSG00000114544	Solute carrier family 41 member 3	3	126006355-126101561	Predicted membrane proteins, Transporters	Evidence at protein level	HPA045847	Approved		Supported	Plasma membrane	Liver cancer:1.49e-7 (unfavourable), Renal cancer:6.04e-7 (favourable)	Expressed in all	Expressed in all			testis: 77.4	Expressed in all		
SLC43A1	PB39, POV1, R00504	ENSG00000149150	Solute carrier family 43 member 1	11	57484534-57515786	Predicted membrane proteins, Transporters	Evidence at protein level	HPA018813, HPA018826	Enhanced		Approved	Golgi apparatus<br>Vesicles<br>Plasma membrane	Renal cancer:2.97e-5 (unfavourable), Endometrial cancer:3.19e-4 (favourable), Thyroid cancer:5.27e-4 (unfavourable)	Expressed in all	Expressed in all			liver: 50.0	Mixed		
SLC43A2	MGC34680	ENSG00000167703	Solute carrier family 43 member 2	17	1569267-1628886	Predicted membrane proteins, Transporters	Evidence at protein level	HPA021564	Enhanced				Pancreatic cancer:1.05e-6 (favourable), Renal cancer:5.40e-5 (favourable)	Expressed in all	Tissue enhanced		placenta: 31.7	appendix: 17.0	Cell line enhanced		CACO-2: 14.8
SLC43A3	DKFZp762A227, Eeg1, FOAP-13, PRO1659, SEEEG-1	ENSG00000134802	Solute carrier family 43 member 3	11	57406954-57427580	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA030551, HPA077244	Approved		Approved	Nucleoplasm<br>Vesicles<br>Plasma membrane	Renal cancer:3.97e-13 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 122.3	Cell line enhanced		WM-115: 524.5
SLC44A1	CD92, CDW92, CHTL1, CTL1	ENSG00000070214	Solute carrier family 44 member 1	9	105244622-105439171	CD markers, Predicted membrane proteins, Transporters	Evidence at protein level	HPA064714			Supported	Nucleoplasm<br>Mitochondria	Renal cancer:1.85e-4 (favourable), Lung cancer:4.49e-4 (unfavourable)	Expressed in all	Expressed in all			cerebral cortex: 107.5	Expressed in all		
SLC44A2	CTL2	ENSG00000129353	Solute carrier family 44 member 2	19	10602457-10644559	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA003228, HPA070799	Approved		Approved	Vesicles<br>Cell Junctions	Renal cancer:1.71e-5 (favourable), Pancreatic cancer:6.01e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 226.1	Mixed		
SLC44A3	CTL3, MGC45474	ENSG00000143036	Solute carrier family 44 member 3	1	94820342-94895246	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA047433	Enhanced				Renal cancer:7.63e-5 (favourable)	Expressed in all	Mixed			rectum: 38.5	Cell line enhanced		RPTEC TERT1: 76.8;RT4: 55.4
SLC44A4	C6orf29, CTL4, FLJ14491, NG22, TPPT	ENSG00000204385	Solute carrier family 44 member 4	6	31863192-31879046	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA046977, HPA054176	Enhanced				Renal cancer:1.06e-6 (favourable), Head and neck cancer:3.54e-4 (favourable), Urothelial cancer:6.06e-4 (favourable)	Tissue enhanced	Tissue enhanced		duodenum: 35.1	colon: 28.7	Cell line enhanced		Hep G2: 1.0
SLC44A5	CTL5, MGC34032	ENSG00000137968	Solute carrier family 44 member 5	1	75202131-75611116	Predicted membrane proteins, Transporters	Evidence at protein level	HPA047455, HPA051011	Uncertain		Approved	Cytosol	Renal cancer:6.52e-4 (unfavourable)	Mixed	Tissue enhanced		skin: 12.6	parathyroid gland: 8.1	Cell line enhanced		SH-SY5Y: 12.2;TIME: 11.9
SLC45A1	DNB5	ENSG00000162426	Solute carrier family 45 member 1	1	8317826-8344167	Predicted membrane proteins, Transporters	Evidence at transcript level							Mixed	Tissue enhanced		cerebral cortex: 11.7	endometrium: 3.2	Cell line enhanced		HHSteC: 4.1;U-87 MG: 6.3
SLC45A2	AIM-1, MATP, OCA4	ENSG00000164175	Solute carrier family 45 member 2	5	33944616-33984730	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level							Tissue enriched	Tissue enhanced		skin: 1.2;testis: 1.2	prostate,rectum: 0.3	Cell line enriched	43	SK-MEL-30: 48.5
SLC45A3	IPCA-2, IPCA-6, IPCA-8, PCANAP2, PCANAP6, PCANAP8, prostein	ENSG00000158715	Solute carrier family 45 member 3	1	205657851-205680459	Cancer-related genes, Predicted membrane proteins, Transporters	Evidence at protein level	HPA019073, HPA019075	Enhanced		Approved	Nucleoplasm<br>Vesicles	Endometrial cancer:4.04e-5 (unfavourable), Urothelial cancer:7.33e-5 (favourable)	Tissue enriched	Tissue enriched	30	prostate: 505.2	stomach: 16.5	Cell line enriched	28	HMC-1: 749.2
SLC45A4	KIAA1126	ENSG00000022567	Solute carrier family 45 member 4	8	141207166-141308305	Predicted membrane proteins, Transporters	Evidence at protein level	HPA023154	Uncertain		Approved	Plasma membrane	Renal cancer:1.73e-6 (favourable)	Expressed in all	Mixed			testis: 21.0	Mixed		
SLC46A1	HCP1, MGC9564, PCFT	ENSG00000076351	Solute carrier family 46 member 1	17	28394756-28407197	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	CAB011614	Approved		Supported	Plasma membrane<br>Cytosol	Glioma:3.90e-4 (unfavourable)	Expressed in all	Expressed in all			duodenum: 95.1	Cell line enhanced		CACO-2: 169.5
SLC46A2	Ly110, TSCOT	ENSG00000119457	Solute carrier family 46 member 2	9	112878920-112890913	Predicted membrane proteins, Transporters	Evidence at transcript level	HPA020098	Approved					Tissue enhanced	Group enriched	6	cervix, uterine: 23.3;endometrium: 5.5;epididymis: 5.7;lung: 15.1;skin: 11.3	seminal vesicle: 2.1	Not detected		
