Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
RASSF1	123F2, NORE2A, RDA32, REH3P21	ENSG00000068028	Ras association domain family member 1	3	50329782-50340980	Predicted intracellular proteins, RAS pathway related proteins	Evidence at protein level	HPA040735	Approved				Renal cancer:8.58e-5 (unfavourable), Head and neck cancer:2.60e-4 (favourable), Cervical cancer:2.64e-4 (favourable), Liver cancer:9.77e-4 (unfavourable)	Expressed in all	Expressed in all			bone marrow: 51.8	Expressed in all		
RASSF10		ENSG00000189431	Ras association domain family member 10	11	13009577-13012106	Predicted intracellular proteins	Evidence at transcript level	HPA040406			Approved	Vesicles<br>Cytosol	Renal cancer:4.12e-5 (favourable), Head and neck cancer:2.76e-4 (favourable)	Mixed	Tissue enhanced		fallopian tube: 5.4	parathyroid gland: 3.8	Cell line enhanced		A549: 8.6;CAPAN-2: 7.5;HaCaT: 11.6;HMC-1: 5.6;RPTEC TERT1: 9.8
RASSF2	CENP-34, KIAA0168	ENSG00000101265	Ras association domain family member 2	20	4780023-4823645	Predicted intracellular proteins	Evidence at protein level	HPA051200	Uncertain		Supported	Nucleoplasm<br>Golgi apparatus<br>Plasma membrane<br>Cytosol	Renal cancer:7.82e-4 (unfavourable)	Expressed in all	Tissue enhanced		cerebral cortex: 148.5	lymph node: 68.8	Cell line enhanced		HL-60: 59.0;NB-4: 60.4;U-937: 91.0
RASSF4	AD037, MGC44914	ENSG00000107551	Ras association domain family member 4	10	44959407-44995891	Predicted intracellular proteins	Evidence at protein level	HPA038834	Approved		Approved	Nucleus<br>Nucleoli<br>Cell Junctions		Expressed in all	Expressed in all			cerebral cortex: 71.4	Cell line enhanced		RH-30: 158.1;U-937: 67.6;WM-115: 54.3
RASSF5	Maxp1, NORE1, RAPL	ENSG00000266094	Ras association domain family member 5	1	206507530-206589448	Predicted intracellular proteins, RAS pathway related proteins	Evidence at protein level	HPA070480	Approved				Renal cancer:1.22e-6 (unfavourable), Cervical cancer:1.46e-4 (favourable)	Expressed in all	Mixed			spleen: 77.2	Cell line enhanced		HMC-1: 80.2;Karpas-707: 138.2;RPMI-8226: 150.4
RASSF6		ENSG00000169435	Ras association domain family member 6	4	73571550-73620631	Predicted intracellular proteins	Evidence at protein level	HPA037712	Approved		Approved	Nucleoplasm<br>Golgi apparatus		Mixed	Tissue enhanced		stomach: 33.0	rectum: 13.8	Cell line enhanced		Daudi: 53.8;RT4: 55.3;U-698: 42.2
RASSF7	C11orf13, HRAS1, HRC1	ENSG00000099849	Ras association domain family member 7	11	560404-564021	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA078015			Supported	Microtubule organizing center	Glioma:8.86e-4 (unfavourable)	Expressed in all	Mixed			fallopian tube: 44.4	Cell line enhanced		CAPAN-2: 75.6;HaCaT: 76.6
RASSF8	C12orf2, HoJ-1	ENSG00000123094	Ras association domain family member 8	12	25959029-26079892	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA038163, HPA038164	Uncertain		Approved	Mitochondria<br>Cytosol		Expressed in all	Tissue enhanced		testis: 106.4	endometrium: 47.0	Cell line enhanced		U-2197: 100.3
RASSF9	P-CIP1, PAMCI	ENSG00000198774	Ras association domain family member 9	12	85800697-85836570	Predicted intracellular proteins	Evidence at transcript level	HPA039428, HPA039678	Approved					Mixed	Mixed			fallopian tube: 10.1	Cell line enhanced		HeLa: 2.6;HUVEC TERT2: 2.0;RPTEC TERT1: 2.8;U-138 MG: 2.7
RAVER1	KIAA1978	ENSG00000161847	Ribonucleoprotein, PTB binding 1	19	10316212-10333640	Predicted intracellular proteins	Evidence at protein level	HPA043575, HPA049457	Enhanced		Supported	Nucleoplasm		Expressed in all	Mixed			small intestine: 20.2	Expressed in all		
RAVER2	FLJ10770, KIAA1579	ENSG00000162437	Ribonucleoprotein, PTB binding 2	1	64745095-64833232	Predicted intracellular proteins	Evidence at protein level	HPA045785	Approved		Approved	Nucleoplasm	Renal cancer:5.14e-6 (favourable)	Expressed in all	Mixed			rectum: 29.4	Mixed		
RAX	RX	ENSG00000134438	Retina and anterior neural fold homeobox	18	59267035-59274086	Disease related genes, Predicted intracellular proteins, Transcription factors	Evidence at protein level							Not detected	Not detected			prostate: 0.2	Cell line enhanced		HMC-1: 1.6;SH-SY5Y: 1.0
RAX2	ARMD6, CORD11, MGC15631, RAXL1	ENSG00000173976	Retina and anterior neural fold homeobox 2	19	3769089-3772221	Disease related genes, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA052533	Uncertain					Not detected	Tissue enhanced		parathyroid gland: 1.2	fallopian tube: 0.7	Not detected		
RB1CC1	ATG17, Cc1, DRAGOU14, FIP200, KIAA0203, PPP1R131	ENSG00000023287	RB1 inducible coiled-coil 1	8	52622456-52745843	Predicted intracellular proteins	Evidence at protein level	HPA024391, HPA053049	Approved		Supported	Nuclear membrane<br>Cytosol	Endometrial cancer:1.61e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 63.4	Expressed in all		
RBAK	ZNF769	ENSG00000146587	RB associated KRAB zinc finger	7	5045821-5069488	Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA071231			Supported	Nucleoplasm		Expressed in all	Expressed in all			parathyroid gland: 14.8	Expressed in all		
RBAK-RBAKDN		ENSG00000272968	RBAK-RBAKDN readthrough	7	4983718-5073221	Predicted intracellular proteins	Evidence at transcript level							Not detected	Tissue enriched	155	testis: 109.8	cerebral cortex: 0.7	Mixed		
RBBP4	lin-53, NURF55, RbAp48	ENSG00000162521	RB binding protein 4, chromatin remodeling factor	1	32651142-32686211	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB006264, HPA060710, HPA060724	Enhanced		Enhanced	Nucleoplasm	Liver cancer:1.89e-6 (unfavourable), Melanoma:6.45e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 138.7	Expressed in all		
RBBP5	RBQ3, SWD1	ENSG00000117222	RB binding protein 5, histone lysine methyltransferase complex subunit	1	205086142-205122015	Predicted intracellular proteins	Evidence at protein level	HPA049042, HPA058085	Uncertain		Enhanced	Nucleus<br>Nucleoli		Expressed in all	Expressed in all			thyroid gland: 16.4	Expressed in all		
RBBP6	P2P-R, PACT, SNAMA	ENSG00000122257	RB binding protein 6, ubiquitin ligase	16	24537693-24572863	Enzymes, Predicted intracellular proteins	Evidence at protein level	CAB032866, HPA041725, HPA043544	Approved		Enhanced	Nuclear speckles		Expressed in all	Expressed in all			bone marrow: 91.5	Expressed in all		
RBBP7	RbAp46	ENSG00000102054	RB binding protein 7, chromatin remodeling factor	X	16839283-16870414	Predicted intracellular proteins	Evidence at protein level	CAB037084, HPA060710, HPA060724	Supported				Thyroid cancer:2.43e-4 (favourable), Liver cancer:5.55e-4 (unfavourable)	Expressed in all	Expressed in all			adrenal gland: 376.0	Expressed in all		
RBBP8	COM1, CtIP, RIM, SCKL2	ENSG00000101773	RB binding protein 8, endonuclease	18	22798261-23026488	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA039890, HPA052946	Approved		Supported	Nucleoplasm	Renal cancer:1.71e-5 (favourable), Melanoma:7.21e-4 (unfavourable)	Expressed in all	Mixed			testis: 52.7	Expressed in all		
RBBP8NL	C20orf151, dJ908M14.3	ENSG00000130701	RBBP8 N-terminal like	20	62410237-62427533	Predicted intracellular proteins	Evidence at protein level	HPA042627	Uncertain				Urothelial cancer:6.91e-4 (favourable)	Mixed	Tissue enhanced		small intestine: 5.2	duodenum: 4.5	Cell line enhanced		BEWO: 17.9;CACO-2: 22.7;MCF7: 8.7;SK-BR-3: 9.3
RBBP9	Bog	ENSG00000089050	RB binding protein 9, serine hydrolase	20	18486540-18497243	Predicted intracellular proteins	Evidence at protein level	HPA015830, HPA049005	Approved		Supported	Nucleoplasm		Expressed in all	Expressed in all			thyroid gland: 40.8	Expressed in all		
RBCK1	C20orf18, HOIL1, RBCK2, RNF54, UBCE7IP3, XAP4, ZRANB4	ENSG00000125826	RANBP2-type and C3HC4-type zinc finger containing 1	20	407498-430966	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level						Renal cancer:7.41e-9 (unfavourable)	Expressed in all	Expressed in all			spleen: 51.2	Expressed in all		
RBFA	C18orf22, FLJ21172, HsT169	ENSG00000101546	Ribosome binding factor A (putative)	18	80034358-80046397	Predicted intracellular proteins	Evidence at protein level	HPA040485, HPA041479	Approved		Supported	Mitochondria	Liver cancer:2.06e-6 (unfavourable)	Expressed in all	Expressed in all			adipose tissue: 20.3	Expressed in all		
RBFOX1	A2BP1, FOX-1, HRNBP1	ENSG00000078328	RNA binding protein, fox-1 homolog 1	16	6019094-7713338	Predicted intracellular proteins	Evidence at protein level	HPA040809	Enhanced		Approved	Nucleus<br>Golgi apparatus<br>Cytosol		Tissue enhanced	Group enriched	5	cerebral cortex: 110.5;skeletal muscle: 32.9	heart muscle: 13.9	Cell line enriched	18	RH-30: 26.2
RBFOX2	FOX-2, HNRBP2, HRNBP2, RBM9	ENSG00000100320	RNA binding protein, fox-1 homolog 2	22	35738736-36028425	Predicted intracellular proteins	Evidence at protein level	HPA006240	Enhanced		Supported	Nucleoplasm		Expressed in all	Mixed			endometrium: 108.5	Expressed in all		
RBFOX3	FOX-3, HRNBP3, NeuN	ENSG00000167281	RNA binding protein, fox-1 homolog 3	17	79089345-79516148	Predicted intracellular proteins	Evidence at protein level	HPA030790, CAB078782	Enhanced	Approved	Supported	Nucleoplasm		Tissue enhanced	Tissue enhanced		cerebral cortex: 62.3;seminal vesicle: 33.2	prostate: 24.1	Group enriched	7	A549: 14.1;NTERA-2: 13.9;SCLC-21H: 26.0;U-2 OS: 10.8
RBKS	DKFZp686G13268, RBSK	ENSG00000171174	Ribokinase	2	27781364-27891098	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA019725, HPA028285	Enhanced		Approved	Cytosol		Expressed in all	Tissue enhanced		adrenal gland: 34.7	kidney: 19.5	Cell line enhanced		EFO-21: 10.8;RPTEC TERT1: 18.4
RBL2	p130, Rb2	ENSG00000103479	RB transcriptional corepressor like 2	16	53433977-53491649	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB016547, HPA019703	Supported		Approved	Nucleus<br>Nucleoli<br>Cytosol	Renal cancer:3.57e-5 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 149.6	Expressed in all		
RBM10	DXS8237E, GPATC9, GPATCH9, KIAA0122, ZRANB5	ENSG00000182872	RNA binding motif protein 10	X	47144869-47186813	Cancer-related genes, Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA034972, HPA057372	Approved		Enhanced	Nuclear speckles	Pancreatic cancer:2.86e-6 (favourable), Cervical cancer:6.71e-4 (favourable)	Expressed in all	Expressed in all			ovary: 35.1	Expressed in all		
RBM11		ENSG00000185272	RNA binding motif protein 11	21	14216130-14228372	Predicted intracellular proteins	Evidence at protein level	HPA045885			Supported	Nucleoplasm		Mixed	Tissue enriched	17	epididymis: 56.5	cerebral cortex: 3.2	Cell line enhanced		HEL: 1.1
RBM12	HRIHFB2091, KIAA0765, SWAN	ENSG00000244462	RNA binding motif protein 12	20	35648925-35664956	Predicted intracellular proteins	Evidence at protein level	HPA043258, HPA043621	Enhanced		Enhanced	Nucleoplasm	Liver cancer:1.54e-4 (unfavourable)	Expressed in all	Expressed in all			ovary: 47.6	Expressed in all		
RBM12B		ENSG00000183808	RNA binding motif protein 12B	8	93729356-93741017	Predicted intracellular proteins	Evidence at protein level	HPA024398, HPA053050	Uncertain		Approved	Nucleoplasm		Expressed in all	Expressed in all			testis: 33.0	Mixed		
RBM14	COAA, DKFZp779J0927, SIP, SYTIP1	ENSG00000239306	RNA binding motif protein 14	11	66616582-66627347	Predicted intracellular proteins	Evidence at protein level	HPA006628	Supported		Supported	Nuclear speckles	Liver cancer:2.02e-7 (unfavourable), Pancreatic cancer:1.04e-4 (favourable)	Expressed in all	Expressed in all			testis: 50.0	Expressed in all		
RBM14-RBM4		ENSG00000248643	RBM14-RBM4 readthrough	11	66616626-66646469	Predicted intracellular proteins	Evidence at protein level	HPA047849	Uncertain		Approved	Nucleoplasm<br>Cytosol		Mixed	Not detected			epididymis: 0.9	Cell line enhanced		NB-4: 5.4
RBM15	OTT, OTT1	ENSG00000162775	RNA binding motif protein 15	1	110338506-110346681	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB015201, HPA019824, HPA049642	Supported		Enhanced	Nucleoplasm	Renal cancer:1.37e-4 (unfavourable), Liver cancer:7.61e-4 (unfavourable), Stomach cancer:7.97e-4 (favourable)	Expressed in all	Mixed			bone marrow: 27.9	Expressed in all		
RBM15B	HUMAGCGB, OTT3	ENSG00000259956	RNA binding motif protein 15B	3	51391268-51397908	Predicted intracellular proteins	Evidence at protein level	HPA036645, HPA058136	Approved		Enhanced	Nucleoplasm	Renal cancer:1.84e-5 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 23.1	Expressed in all		
RBM17	MGC14439, SPF45	ENSG00000134453	RNA binding motif protein 17	10	6088987-6117457	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA037477, HPA037478	Supported		Supported	Nucleoplasm	Liver cancer:4.57e-8 (unfavourable), Renal cancer:4.31e-5 (unfavourable)	Expressed in all	Expressed in all			placenta: 104.6	Expressed in all		
RBM18	MGC2734	ENSG00000119446	RNA binding motif protein 18	9	122237624-122264839	Predicted intracellular proteins	Evidence at protein level	HPA057281	Uncertain		Approved	Nucleus<br>Nucleoli fibrillar center<br>Midbody	Renal cancer:8.00e-7 (favourable)	Expressed in all	Expressed in all			breast: 20.3	Expressed in all		
RBM19	DKFZp586F1023, KIAA0682	ENSG00000122965	RNA binding motif protein 19	12	113816738-113966371	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA038860, HPA058732	Supported		Supported	Nucleoli	Liver cancer:5.87e-7 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 19.6	Expressed in all		
RBM20		ENSG00000203867	RNA binding motif protein 20	10	110644397-110839469	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA035806, HPA037703	Uncertain		Approved	Nucleus<br>Nucleoli<br>Golgi apparatus<br>Cytokinetic bridge		Mixed	Tissue enhanced		heart muscle: 26.4	skeletal muscle: 5.4	Cell line enhanced		HEK93: 5.5;RH-30: 15.9;SH-SY5Y: 16.0;T-47d: 8.7
RBM22	Cwc2, FLJ10290, fSAP47, ZC3H16	ENSG00000086589	RNA binding motif protein 22	5	150690794-150701107	Predicted intracellular proteins	Evidence at protein level	HPA001634	Supported		Enhanced	Nucleus	Liver cancer:5.50e-6 (unfavourable), Renal cancer:3.58e-5 (unfavourable)	Expressed in all	Expressed in all			fallopian tube: 40.5	Expressed in all		
RBM23	CAPERbeta, FLJ10482, RNPC4	ENSG00000100461	RNA binding motif protein 23	14	22893206-22919184	Predicted intracellular proteins	Evidence at protein level	HPA004144	Uncertain		Approved	Nucleoplasm<br>Intermediate filaments	Renal cancer:8.06e-9 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 144.3	Expressed in all		
RBM24	dJ259A10.1, FLJ30829, RNPC6	ENSG00000112183	RNA binding motif protein 24	6	17281346-17293875	Predicted intracellular proteins	Evidence at protein level	HPA066927, HPA067231	Enhanced		Enhanced	Nucleoplasm<br>Cytosol		Mixed	Tissue enhanced		heart muscle: 90.9;skeletal muscle: 109.8	endometrium: 51.6	Cell line enhanced		LHCN-M2: 49.0;RH-30: 57.9;T-47d: 26.5
RBM25	fSAP94, NET52, RNPC7, S164, Snu71	ENSG00000119707	RNA binding motif protein 25	14	73058436-73123898	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA003025, HPA070713	Supported		Enhanced	Nuclear speckles	Liver cancer:1.42e-4 (unfavourable), Renal cancer:4.26e-4 (unfavourable), Prostate cancer:8.09e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 53.4	Expressed in all		
RBM26	ARRS2, C13orf10, FLJ20957, PPP1R132, PRO1777, SE70-2, ZC3H17	ENSG00000139746	RNA binding motif protein 26	13	79311824-79406477	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA040252	Approved		Approved	Nuclear speckles	Renal cancer:5.87e-6 (unfavourable), Prostate cancer:3.46e-4 (unfavourable), Urothelial cancer:8.20e-4 (favourable)	Expressed in all	Expressed in all			testis: 56.0	Expressed in all		
RBM27	ARRS1, KIAA1311, Psc1, ZC3H20	ENSG00000091009	RNA binding motif protein 27	5	146203600-146289132	Predicted intracellular proteins	Evidence at protein level	HPA035944, HPA036422	Approved		Approved	Nuclear speckles	Liver cancer:8.58e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 19.0	Expressed in all		
RBM28	FLJ10377	ENSG00000106344	RNA binding motif protein 28	7	128297685-128343908	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA019058, HPA026672, HPA031519	Enhanced		Enhanced	Nucleoli	Liver cancer:2.72e-11 (unfavourable), Endometrial cancer:2.94e-4 (unfavourable), Melanoma:6.44e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 26.9	Expressed in all		
RBM33	DKFZp434D1319, DKFZp686F102, MGC20460, PRR8	ENSG00000184863	RNA binding motif protein 33	7	155644451-155781485	Predicted intracellular proteins	Evidence at protein level	HPA019232, HPA021497, HPA021768	Approved		Approved	Nucleoplasm	Head and neck cancer:9.63e-5 (favourable), Renal cancer:1.05e-4 (unfavourable), Urothelial cancer:4.29e-4 (favourable)	Expressed in all	Expressed in all			bone marrow: 40.8	Expressed in all		
RBM34	KIAA0117	ENSG00000188739	RNA binding motif protein 34	1	235131183-235161457	Predicted intracellular proteins	Evidence at protein level	HPA028606	Approved		Supported	Nucleus<br>Nucleoli		Mixed	Expressed in all			testis: 35.5	Expressed in all		
RBM38	dJ800J21.2, HSRNASEB, RNPC1, seb4B, SEB4D	ENSG00000132819	RNA binding motif protein 38	20	57391407-57409333	Predicted intracellular proteins	Evidence at protein level	CAB017036	Approved		Supported	Nucleoplasm<br>Cytosol	Cervical cancer:3.64e-7 (favourable), Renal cancer:1.05e-5 (unfavourable), Thyroid cancer:1.63e-4 (favourable)	Expressed in all	Expressed in all			bone marrow: 86.8	Mixed		
RBM39	CAPER, CAPERalpha, CC1.3, fSAP59, HCC1, RNPC2	ENSG00000131051	RNA binding motif protein 39	20	35701347-35742312	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA001591	Supported		Supported	Nucleoplasm<br>Nuclear speckles<br>Microtubules<br>Microtubule organizing center	Renal cancer:2.78e-5 (unfavourable)	Expressed in all	Expressed in all			bone marrow: 123.0	Expressed in all		
RBM4	LARK, RBM4A, ZCCHC21, ZCRB3A	ENSG00000173933	RNA binding motif protein 4	11	66638617-66666682	Predicted intracellular proteins	Evidence at protein level	HPA042174, HPA047849	Approved		Approved	Nucleoplasm<br>Cytosol		Expressed in all	Expressed in all			parathyroid gland: 133.6	Expressed in all		
RBM41	FLJ11016	ENSG00000089682	RNA binding motif protein 41	X	107064420-107118823	Predicted intracellular proteins	Evidence at protein level	HPA042881	Approved		Approved	Nuclear speckles<br>Cytosol	Renal cancer:3.04e-4 (unfavourable)	Expressed in all	Mixed			parathyroid gland: 19.3	Expressed in all		
RBM42	MGC10433	ENSG00000126254	RNA binding motif protein 42	19	35629030-35637686	Predicted intracellular proteins	Evidence at protein level	HPA043671	Supported		Approved	Nucleus<br>Cytosol		Expressed in all	Expressed in all			spleen: 38.7	Expressed in all		
RBM43	C2orf38, FLJ45645	ENSG00000184898	RNA binding motif protein 43	2	151247940-151261879	Predicted intracellular proteins	Evidence at protein level	HPA038204	Uncertain		Approved	Nucleus<br>Nucleoli		Expressed in all	Mixed			thyroid gland: 20.6	Mixed		
RBM44	FLJ40411	ENSG00000177483	RNA binding motif protein 44	2	237798389-237842808	Predicted intracellular proteins	Evidence at protein level	HPA003298	Enhanced					Not detected	Tissue enriched	61	testis: 35.7	bone marrow,lung: 0.5	Not detected		
RBM45	DRB1, FLJ44612	ENSG00000155636	RNA binding motif protein 45	2	178112424-178139011	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA020448	Approved		Supported	Nucleus	Renal cancer:5.34e-9 (unfavourable), Liver cancer:5.74e-9 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 12.4	Expressed in all		
RBM46	CT68, MGC27016	ENSG00000151962	RNA binding motif protein 46	4	154781213-154828813	Predicted intracellular proteins	Evidence at protein level							Tissue enriched	Tissue enriched	59	testis: 50.2	thyroid gland: 0.8	Not detected		
RBM47	FLJ20273, NET18	ENSG00000163694	RNA binding motif protein 47	4	40423267-40630875	Predicted intracellular proteins	Evidence at protein level	HPA006347	Enhanced		Supported	Nucleoplasm<br>Cytosol	Renal cancer:3.33e-16 (favourable)	Expressed in all	Mixed			small intestine: 71.5	Cell line enhanced		BEWO: 135.3;CAPAN-2: 55.4
RBM48	C7orf64, DKFZp564O0523, HSPC304	ENSG00000127993	RNA binding motif protein 48	7	92528773-92538005	Predicted intracellular proteins	Evidence at protein level	HPA021777, HPA025306	Uncertain		Enhanced	Nucleoplasm	Liver cancer:3.17e-4 (unfavourable)	Expressed in all	Expressed in all			cerebral cortex: 19.8	Expressed in all		
RBM4B	MGC10871, RBM30, RBM4L, ZCCHC15, ZCCHC21B, ZCRB3B	ENSG00000173914	RNA binding motif protein 4B	11	66664998-66677921	Predicted intracellular proteins	Evidence at protein level	HPA042174, HPA047849	Uncertain		Approved	Nucleoplasm<br>Cytosol	Renal cancer:1.02e-4 (unfavourable), Pancreatic cancer:2.10e-4 (favourable), Liver cancer:2.94e-4 (unfavourable)	Expressed in all	Expressed in all			ovary: 36.2	Expressed in all		
RBM5	H37, LUCA15	ENSG00000003756	RNA binding motif protein 5	3	50088908-50119021	Predicted intracellular proteins	Evidence at protein level	HPA017335, HPA018011	Approved		Enhanced	Nucleoplasm	Lung cancer:6.46e-4 (favourable), Pancreatic cancer:7.58e-4 (favourable), Liver cancer:9.77e-4 (unfavourable)	Expressed in all	Expressed in all			endometrium: 112.7	Expressed in all		
RBM6	3G2, DEF-3, DEF3, g16, NY-LU-12	ENSG00000004534	RNA binding motif protein 6	3	49940007-50100045	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA026272, HPA027164	Enhanced		Approved	Nuclear speckles<br>Cytoplasmic bodies	Urothelial cancer:5.13e-5 (favourable), Pancreatic cancer:1.41e-4 (favourable), Renal cancer:8.83e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 83.7	Expressed in all		
RBM7		ENSG00000076053	RNA binding motif protein 7	11	114400030-114414203	Predicted intracellular proteins	Evidence at protein level	HPA013993, HPA048003	Supported		Enhanced	Nucleoplasm	Pancreatic cancer:1.17e-4 (unfavourable), Colorectal cancer:6.14e-4 (favourable)	Expressed in all	Expressed in all			bone marrow: 40.8	Expressed in all		
RBM8A	BOV-1A, BOV-1B, BOV-1C, RBM8, RBM8B, Y14, ZNRP	ENSG00000265241	RNA binding motif protein 8A	1	145917714-145927678	Plasma proteins, Predicted intracellular proteins, Transporters	Evidence at protein level	HPA018403	Supported		Enhanced	Nuclear speckles	Prostate cancer:1.55e-4 (unfavourable)	Expressed in all	Expressed in all			esophagus: 161.4	Expressed in all		
RBMS1	C2orf12, DKFZp564H0764, HCC-4, MSSP-1, MSSP-2, MSSP-3, SCR2, YC1	ENSG00000153250	RNA binding motif single stranded interacting protein 1	2	160272151-160493794	Predicted intracellular proteins	Evidence at protein level	HPA047943, HPA061791			Supported	Cytosol	Renal cancer:1.33e-7 (unfavourable), Liver cancer:4.45e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 119.9	Mixed		
RBMS2	SCR3	ENSG00000076067	RNA binding motif single stranded interacting protein 2	12	56521929-56596196	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA039225, HPA058784	Approved		Approved	Nucleus<br>Nucleoli fibrillar center<br>Cytosol	Renal cancer:3.22e-4 (favourable)	Expressed in all	Expressed in all			lung: 37.9	Mixed		
RBMS3		ENSG00000144642	RNA binding motif single stranded interacting protein 3	3	28574791-30010391	Predicted intracellular proteins	Evidence at protein level	HPA034719	Uncertain		Approved	Vesicles	Renal cancer:1.85e-4 (unfavourable)	Mixed	Mixed			thyroid gland: 28.0	Mixed		
RBMX	hnRNP-G, HNRNPG, RNMX	ENSG00000147274	RNA binding motif protein, X-linked	X	136848004-136880764	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA057707	Supported		Approved	Nucleoplasm	Liver cancer:5.16e-6 (unfavourable)	Expressed in all	Expressed in all			ovary: 296.7	Expressed in all		
RBMX2	CGI-79, Snu17	ENSG00000134597	RNA binding motif protein, X-linked 2	X	130401969-130413343	Predicted intracellular proteins	Evidence at protein level	HPA026609	Approved		Approved	Nuclear membrane<br>Nucleoli	Renal cancer:8.44e-9 (unfavourable), Liver cancer:7.04e-4 (unfavourable), Lung cancer:9.15e-4 (favourable)	Expressed in all	Expressed in all			endometrium: 29.4	Expressed in all		
RBMXL1	KAT3	ENSG00000213516	RNA binding motif protein, X-linked like 1	1	88979456-88992960	Predicted intracellular proteins	Evidence at protein level	HPA057707	Supported		Approved	Nucleoplasm	Pancreatic cancer:7.26e-4 (unfavourable), Breast cancer:7.60e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 22.5	Expressed in all		
RBMXL2	HNRNPG-T, HNRPGT	ENSG00000170748	RNA binding motif protein, X-linked like 2	11	7089027-7090900	Predicted intracellular proteins	Evidence at protein level	HPA038912, HPA051842	Enhanced					Tissue enriched	Tissue enriched	499	testis: 49.8	all non-specific tissues: 0.0	Not detected		
RBMXL3	CXorf55, FLJ40249	ENSG00000175718	RNA binding motif protein, X-linked like 3	X	115189427-115192868	Predicted intracellular proteins	Evidence at protein level	HPA051842	Supported					Tissue enriched	Tissue enriched	26	testis: 2.5	all non-specific tissues: 0.0	Not detected		
RBMY1A1	RBM1, RBM2, YRRM1, YRRM2	ENSG00000234414	RNA binding motif protein, Y-linked, family 1, member A1	Y	21511372-21549326	Predicted intracellular proteins	Evidence at protein level	HPA001534, HPA053147	Supported					Not detected	Tissue enriched	161	testis: 17.5	kidney,placenta: 0.1	Cell line enriched	9	U-266/84: 10.5
RBMY1B		ENSG00000242875	RNA binding motif protein, Y-linked, family 1, member B	Y	21511338-21549094	Predicted intracellular proteins	Evidence at protein level	HPA001534, HPA053147	Supported					Not detected	Tissue enriched	33	testis: 3.3	all non-specific tissues: 0.0	Not detected		
RBMY1D		ENSG00000244395	RNA binding motif protein, Y-linked, family 1, member D	Y	21880076-21894526	Predicted intracellular proteins	Evidence at protein level	HPA001534, HPA053147	Supported					Not detected	Not detected			testis: 0.2	Not detected		
RBMY1E		ENSG00000242389	RNA binding motif protein, Y-linked, family 1, member E	Y	21903618-21918067	Predicted intracellular proteins	Evidence at protein level	HPA001534, HPA053147	Supported					Not detected	Tissue enriched	22	testis: 2.2	all non-specific tissues: 0.0	Cell line enriched	8	U-266/84: 1.6
RBMY1F	MGC33094	ENSG00000169800	RNA binding motif protein, Y-linked, family 1, member F	Y	22168542-22182982	Predicted intracellular proteins	Evidence at protein level	HPA001534, HPA053147	Supported					Not detected	Tissue enriched	51	testis: 5.0	all non-specific tissues: 0.0	Group enriched	244	U-266/70: 23.8;U-266/84: 24.9
